Park,Full Park Name,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,totalVisitors2022,parkID,parkCode,Designation,Latitude,Longitude,entranceFee,entranceFeeDesc,State
White House,White House,0.0,0.0,0.0,67595.0,9580.0,5167.0,24557.0,14975.0,12679.0,51530.0,7374.0,42923.0,236380.0,,,,,,,,
White Sands NP,White Sands National Park,45083.0,44186.0,99649.0,75417.0,64329.0,56802.0,62853.0,46338.0,50331.0,57639.0,49712.0,52788.0,705127.0,32D2B528-193E-43FA-BF38-32493D9E317D,whsa,National Park,32.77907858,-106.33334609999999,25.00,"Per vehicle fee is charged to visitors for entry by a single, private non-commercial vehicle. Entrance fees are valid for reentry for seven consecutive days from the date of purchase.",NM
Whitman Mission NHS,Whitman Mission National Historic Site,1986.0,2952.0,5183.0,4977.0,7195.0,6329.0,4820.0,4813.0,4932.0,5008.0,2293.0,1512.0,52000.0,10505DA0-A627-47EA-8533-5C67C3B2AF15,whmi,National Historic Site,46.04119286,-118.4629388,Free,,WA
William Howard Taft NHS,William Howard Taft National Historic Site,574.0,962.0,2196.0,2288.0,2740.0,3470.0,4687.0,2609.0,2446.0,2869.0,1608.0,1291.0,27740.0,8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575,wiho,National Historic Site,39.11970352,-84.50758951,Free,,OH
Wilson's Creek NB,Wilson's Creek National Battlefield,14660.0,14469.0,25077.0,15756.0,24437.0,27901.0,24562.0,43290.0,39390.0,18092.0,17640.0,17640.0,282914.0,2067FAB2-41D4-43DF-8142-9B1FC40AFDFC,wicr,National Battlefield,37.1000127,-93.40986704,Free,,MO
Wind Cave NP,Wind Cave National Park,12433.0,11958.0,20156.0,35600.0,69382.0,95359.0,120638.0,101890.0,83314.0,31722.0,13956.0,11010.0,607418.0,37C48EE0-2881-4D22-8F91-A249AE3B0CD0,wica,National Park,43.58012365,-103.4394709,14.00,"Garden of Eden Cave Tour Adult Ticket - These can be purchased 3-120 days in advance on Recreation.gov or at the park on a first-come, first-served basis on the day of the tour.",SD
Wolf Trap NP for the Performing Arts,Wolf Trap National Park for the Performing Arts,7098.0,5568.0,6172.0,7674.0,16605.0,100006.0,96280.0,116771.0,66424.0,7486.0,6314.0,9099.0,445497.0,72F41D84-A8ED-47FC-935A-2FD28C3C582E,wotr,,38.93854526,-77.265089,Free,,VA
Women's Rights NHP,Women's Rights National Historical Park,175.0,335.0,690.0,1190.0,1876.0,4608.0,8537.0,6137.0,4098.0,3983.0,1358.0,1307.0,34294.0,09689FA5-2147-4BF2-935C-AE92AB85A2E5,wori,National Historical Park,42.90817073,-76.81655558,Free,,NY
World War I Memorial,World War I Memorial,25824.0,43829.0,80207.0,119508.0,69314.0,113675.0,73889.0,39900.0,73416.0,66809.0,84179.0,58084.0,848634.0,3B4879C9-E8D3-4B0C-9F6D-8345FAA298A6,wwim,,38.8959,-77.0329,Free,,DC
World War II Memorial,World War II Memorial,136395.0,181611.0,391947.0,527147.0,580608.0,531275.0,523520.0,432555.0,421067.0,438624.0,380469.0,270091.0,4815309.0,F85AF8D0-1B85-4B2C-9356-840A4AF6A354,wwii,,38.88923917,-77.0403759,Free,,DC
Wrangell-St. Elias NP & PRES,Wrangell-St. Elias National Park & Preserve,25.0,95.0,230.0,520.0,4909.0,16590.0,20054.0,16829.0,5359.0,530.0,60.0,35.0,65236.0,,,,,,,,
Wright Brothers NMEM,Wright Brothers National Memorial,6627.0,9845.0,25958.0,50571.0,45770.0,61352.0,66629.0,64399.0,41459.0,33068.0,19306.0,12407.0,437391.0,E2AE772D-7A2B-49CC-9AFA-E8F068506B22,wrbr,National Memorial,36.01637713,-75.66997163,10.00,"Fee is charged per-person, NOT per vehicle. Ages 15 and younger are free of charge.",NC
Wupatki NM,Wupatki National Monument,7573.0,8509.0,26971.0,17672.0,12387.0,20857.0,22142.0,21129.0,23900.0,16522.0,9786.0,7000.0,194448.0,686C8EC8-5487-43B9-B5E8-FCABD56227F0,wupa,National Monument,35.55741077,-111.3957216,25.00,This fee covers the occupants of one private vehicle for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,AZ
Yellowstone NP,Yellowstone National Park,46615.0,47300.0,35593.0,80283.0,523680.0,525363.0,596562.0,582211.0,567587.0,236567.0,17687.0,30794.0,3290242.0,F58C6D24-8D10-4573-9826-65D42B8B83AD,yell,National Park,44.59824417,-110.54716950000001,35.00,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Vehicles must be private, non-commercial, and with a seating capacity of 15 or less.","ID,MT,WY"
Yosemite NP,Yosemite National Park,137057.0,170196.0,192634.0,285601.0,380905.0,470045.0,396833.0,518407.0,424374.0,381612.0,178786.0,131100.0,3667550.0,4324B2B4-D1A3-497F-8E6B-27171FAE4DB2,yose,National Park,37.84883288,-119.5571873,35.00,"This fee is valid for seven consecutive days for a non-commercial car, pickup truck, RV, or van with 15 or fewer passenger seats.",CA
Yukon-Charley Rivers NPRES,Yukon-Charley Rivers National Preserve,2.0,0.0,0.0,0.0,9.0,267.0,286.0,165.0,15.0,0.0,0.0,0.0,744.0,,,,,,,,
Zion NP,Zion National Park,139827.0,168499.0,446308.0,491625.0,539172.0,569975.0,548636.0,437134.0,423654.0,459697.0,291044.0,176846.0,4692417.0,41BAB8ED-C95F-447D-9DA1-FCC4E4D808B2,zion,National Park,37.29839254,-113.0265138,6.00,"Rangers may ask to see permits at the Grotto or Scout Lookout. Hikers may see a ranger on the trail at any time of day or night. If you have a permit, do not forget to print or download your permit confirmation email before you start the hike. You may need to show this and identification to a ranger on the trail.",UT
,African American Civil War Memorial,,,,,,,,,,,,,,1A47416F-DAA3-4137-9F30-14AF86B4E547,afam,,38.9166,-77.02600000000001,Free,,DC
,Ala Kahakai National Historic Trail,,,,,,,,,,,,,,3B8307B3-54AB-4E5F-ACBC-8DECB98AD5F1,alka,National Historic Trail,19.144668109,-155.890734294,Free,,HI
,Alagnak Wild River,,,,,,,,,,,,,,C4E1A9A4-D121-4734-94FA-7788A93C2AAA,alag,Wild River,59.05180188,-156.112002,Free,,AK
,Alaska Public Lands,,,,,,,,,,,,,,7D6098F9-3F75-4775-A56D-CD9C7F9A9488,anch,,61.2188,-149.89453600000002,Free,,AK
,Alcatraz Island,,,,,,,,,,,,,,C08AD828-98FF-478E-A63C-614E7534274B,alca,,37.82676234,-122.4230206,Free,,CA
,Aleutian Islands World War II National Historic Area,,,,,,,,,,,,,,94B046DC-2AFD-4ECB-A60D-CE210A8550B1,aleu,National Historic Area,53.9143,-166.5197,Free,,AK
,Amache National Historic Site,,,,,,,,,,,,,,D35004EF-5F5A-4DA4-8716-5141BE5C933C,amch,National Historic Site,38.049620000000004,-102.32903,Free,,CO
,American Memorial Park,,,,,,,,,,,,,,A0B4CA5E-608A-4DF2-8EFB-E2E4619EA243,amme,Park,15.21680033,145.7231096,Free,,MP
,Anacostia Park,,,,,,,,,,,,,,9463E25C-7342-4A34-9537-4A6DA74B2B06,anac,Park,38.8782,-76.9703,Free,,DC
,Aniakchak National Monument & Preserve,,,,,,,,,,,,,,7FF37F14-88C8-469E-A447-ACE6D9AF44D2,ania,National Monument & Preserve,56.85317675,-157.5544362,Free,,AK
,Appalachian National Scenic Trail,,,,,,,,,,,,,,FAEF5684-83A4-4CF2-A701-60CF8D4014BD,appa,National Scenic Trail,40.41029575,-76.43375479999999,Free,,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV"
,"Arlington House, The Robert E. Lee Memorial",,,,,,,,,,,,,,E84B1E08-CCE8-4FFF-8DB6-B92F40953225,arho,,38.882202148400005,-77.0734786987,Free,,VA
,Baltimore-Washington Parkway,,,,,,,,,,,,,,A21F01BC-9E47-4DBE-8655-A1651FC2C1B1,bawa,Parkway,39.02604289,-76.85410921,Free,,MD
,Belmont-Paul Women's Equality National Monument,,,,,,,,,,,,,,E7E4E103-5FA9-45AC-8843-05DE554CDBB7,bepa,National Monument,38.89231541,-77.00381882,Free,,DC
,Big South Fork National River & Recreation Area,,,,,,,,,,,,,,61EC5C9A-1A38-4040-AE38-E62FD2A9A836,biso,National River & Recreation Area,36.534838799999996,-84.66506688,Free,,"KY,TN"
,Birmingham Civil Rights National Monument,,,,,,,,,,,,,,99907F85-7E09-40FE-BF5E-A9AB7F09A7E2,bicr,National Monument,33.5154266357,-86.814666748,Free,,AL
,Black Canyon Of The Gunnison National Park,,,,,,,,,,,,,,BDBD573F-97EF-44E7-A579-471679F2C42A,blca,National Park,38.57779869,-107.7242756,30.00,"7-Day Vehicle Pass.  Entrance fees cover all persons in a single, private, non-commercial vehicle.",CO
,Blackstone River Valley National Historical Park,,,,,,,,,,,,,,A36366E7-5663-4531-B0CE-D58928C6D01B,blrv,National Historical Park,41.8775792792,-71.382433945,Free,,"RI,MA"
,Blackwell School National Historic Site,,,,,,,,,,,,,,4A71FEB9-5968-4A27-9794-F202C96FFA55,blsc,National Historic Site,,,Free,,TX
,Blue Ridge Parkway,,,,,,,,,,,,,,712044CE-4C85-48C2-813E-310A9C6C74E1,blri,Parkway,35.5657195274,-82.48648458699999,Free,,"NC,VA"
,Bluestone National Scenic River,,,,,,,,,,,,,,14025CA9-91DE-4D36-B4CA-9880463C3BC2,blue,National Scenic River,37.56577087,-80.98366657,Free,,WV
,Booker T Washington National Monument,,,,,,,,,,,,,,6278FE68-139E-4758-A6DE-9A0437F777B5,bowa,National Monument,37.11520539,-79.73185833,Free,,VA
,Boston Harbor Islands National Recreation Area,,,,,,,,,,,,,,65E0DF4A-4082-4B48-93BD-5021987CDD7A,boha,National Recreation Area,42.30905526,-70.93941138,Free,,MA
,Brices Cross Roads National Battlefield Site,,,,,,,,,,,,,,F6555AB7-654F-4418-8827-F91F54536C04,brcr,National Battlefield Site,34.50611958,-88.72889343,Free,,MS
,California National Historic Trail,,,,,,,,,,,,,,B39C368F-CB27-49EC-B2A9-E6C1552430FB,cali,National Historic Trail,42.3999643979,-108.702415369,Free,,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY"
,Cape Henry Memorial Part of Colonial National Historical Park,,,,,,,,,,,,,,3A2AEA7C-8896-4445-9763-932B4A74CF34,came,Part of Colonial National Historical Park,36.9278094,-76.0088219,Free,,VA
,Capitol Hill Parks,,,,,,,,,,,,,,96DC2172-0201-4ABB-BD77-2687F4726C9B,cahi,,38.889993,-76.990332,Free,,DC
,Captain John Smith Chesapeake National Historic Trail,,,,,,,,,,,,,,481CEBB8-1942-4FAE-8D89-9902E7B9EECA,cajo,National Historic Trail,38.971601,-76.483355,Free,,"VA,MD,DE,DC,PA,NY"
,Carter G. Woodson Home National Historic Site,,,,,,,,,,,,,,D040C2B5-BFCD-4DED-AADC-BA28E29CC560,cawo,National Historic Site,38.91089286,-77.02431104,Free,,DC
,Castle Mountains National Monument,,,,,,,,,,,,,,872417E6-2F91-4FDA-89A7-865B51B22332,camo,National Monument,35.29156348,-115.09356059999999,Free,,CA
,Cedar Creek & Belle Grove National Historical Park,,,,,,,,,,,,,,387A28F2-022F-4C06-A486-E9E7777B12C2,cebe,National Historical Park,39.0093576,-78.30618934,Free,,VA
,Chesapeake Bay,,,,,,,,,,,,,,25554F74-A4AB-4C49-9071-341F00F0DAB8,cbpo,,38.971601,-76.483355,Free,,"DC,DE,MD,NY,PA,VA,WV"
,City Of Rocks National Reserve,,,,,,,,,,,,,,FC72FEF5-362F-4C9B-B6A1-88FA559D84CE,ciro,National Reserve,42.0699024,-113.71240970000001,Free,,ID
,Civil War Defenses of Washington,,,,,,,,,,,,,,8A6C3A35-C48B-4125-82E1-939A1B3A535C,cwdw,,38.9644,-77.0292,Free,,"DC,MD,VA"
,Clara Barton National Historic Site,,,,,,,,,,,,,,80B93073-3A9D-4BD8-A8F5-5CB84CD35FE1,clba,National Historic Site,38.96762882,-77.14009689,Free,,MD
,Coltsville National Historical Park,,,,,,,,,,,,,,42E23CFA-4849-43D1-B9C7-77509C0AB85B,colt,National Historical Park,42.4677505493,-73.203666687,Free,,CT
,Constitution Gardens,,,,,,,,,,,,,,B2F2941A-1BC1-42ED-B02F-541EBC80AEE4,coga,,38.8909354,-77.04409306,Free,,DC
,Craters Of The Moon National Monument & Preserve,,,,,,,,,,,,,,1388A0C7-D12A-4642-885A-A9C723458BA3,crmo,National Monument & Preserve,43.20345611,-113.47916090000001,20.00,"This per-vehicle fee applies to private, non-commercial vehicles and provides entrance into the park for seven consecutive days. The fee covers the driver and any passengers.",ID
,César E. Chávez National Monument,,,,,,,,,,,,,,D1EAA1D1-E855-42FF-9D06-8E983413BDE5,cech,National Monument,35.22729389,-118.56157809999999,Free,,CA
,Devils Postpile National Monument,,,,,,,,,,,,,,2DC9444C-880F-4738-BA1F-6FB123935A02,depo,National Monument,37.6152564,-119.0873903,Free,,CA
,Ebey's Landing National Historical Reserve,,,,,,,,,,,,,,98C8117C-EDE9-4A7C-9354-5AD0DEFDB848,ebla,National Historical Reserve,48.21403036,-122.68772129999999,Free,,WA
,Edgar Allan Poe National Historic Site,,,,,,,,,,,,,,7D06F9D0-1D89-48B5-AFC6-E096C3288C1E,edal,National Historic Site,39.96195482,-75.1500062,Free,,PA
,El Camino Real de Tierra Adentro National Historic Trail,,,,,,,,,,,,,,2EE542B6-3806-4E9C-ABBD-C4CC4C7E97C7,elca,National Historic Trail,33.7990672546,-106.866386195,Free,,"NM,TX"
,El Camino Real de los Tejas National Historic Trail,,,,,,,,,,,,,,111711AC-B056-4CCF-B08F-35EE0E313CF4,elte,National Historic Trail,30.092296458099998,-97.3397666725,Free,,"TX,LA"
,Ellis Island Part of Statue of Liberty National Monument,,,,,,,,,,,,,,73A512A3-807A-457C-8A3B-5862C9C28BBD,elis,Part of Statue of Liberty National Monument,40.699459999999995,-74.0401,Free,,"NJ,NY"
,First State National Historical Park,,,,,,,,,,,,,,7861C177-A600-4B37-B217-E9E64DC04F34,frst,National Historical Park,39.83076929,-75.56353942,Free,,"DE,PA"
,Ford's Theatre,,,,,,,,,,,,,,C1D82E29-1291-415B-9834-5A0480D2732C,foth,,38.89668819,-77.02577944,Free,,DC
,Fort Dupont Park,,,,,,,,,,,,,,3659D57D-BF06-4351-8B14-5F447120A389,fodu,,38.87731289,-76.94955824,Free,,DC
,Fort Foote Park,,,,,,,,,,,,,,649C339B-35AE-4A4D-96A5-B54E46BA8D71,fofo,Park,38.76901785,-77.02812387,Free,,MD
,Fort Monroe National Monument,,,,,,,,,,,,,,BDE93DB8-0A71-4C18-9F10-489815E742CC,fomr,National Monument,37.01733343,-76.30103195,Free,,VA
,Freedom Riders National Monument,,,,,,,,,,,,,,FFEB6894-949B-4C17-924D-646B63966718,frri,National Monument,33.635269165,-85.90643310549999,Free,,AL
,Gates Of The Arctic National Park & Preserve,,,,,,,,,,,,,,BC195D18-71C8-4A99-BF8E-10BFAB849679,gaar,National Park & Preserve,67.75961636,-153.2917758,Free,,AK
,Glen Echo Park,,,,,,,,,,,,,,3FBC6D2D-C61B-4399-BC35-1B00C92C406A,glec,Park,38.96912315,-77.14012206,Free,,MD
,Gloria Dei Church National Historic Site,,,,,,,,,,,,,,4A2954A3-F00F-46E4-8FC7-BB2766350518,glde,National Historic Site,39.93435005,-75.14398924,Free,,PA
,Governors Island National Monument,,,,,,,,,,,,,,F7DA09B4-41C4-4372-9EBB-15AD1526B391,gois,National Monument,40.69164233,-74.01670765,Free,,NY
,Grand Canyon-Parashant National Monument,,,,,,,,,,,,,,F614E6C5-1283-431A-AF44-15FC849D65FE,para,National Monument,36.41535465,-113.6682797,Free,,AZ
,Great Egg Harbor River,,,,,,,,,,,,,,5B1021C9-5F48-4747-B0E4-6F508FDF96AE,greg,,39.3042,-74.6497,Free,,NJ
,Great Falls Park,,,,,,,,,,,,,,4DC6F018-E87E-46AE-8F05-BA30D3B82FF9,grfa,Park,38.98776107,-77.25128326,20.00,Fee required.,VA
,Green Springs,,,,,,,,,,,,,,67B6A06A-1B09-44DE-BCA4-C013EE30DDD0,grsp,,38.037099,-78.189823,Free,,VA
,Haleakalā National Park,,,,,,,,,,,,,,4930BAEB-A3BF-4825-9796-DCD0FD1C3BD5,hale,National Park,20.70693015,-156.1591775,25.00,"Haleakalā National Park charges a variety of fees, depending on how a visitor arrives at the park.",HI
,Harmony Hall,,,,,,,,,,,,,,211E9758-FA5F-4BAA-AABF-D939B7C07A79,haha,,38.74646351,-77.00377069,Free,,MD
,Harriet Tubman National Historical Park,,,,,,,,,,,,,,067468EC-25DB-447C-91A8-068C167EEF32,hart,National Historical Park,42.9128920287,-76.5646715462,Free,,NY
,Harriet Tubman Underground Railroad National Historical Park,,,,,,,,,,,,,,380E7DFB-6F37-499F-8996-356EC5F0DDE5,hatu,National Historical Park,38.4548643511,-76.13734513760001,Free,,MD
,Hawaiʻi Volcanoes National Park,,,,,,,,,,,,,,D9BF4288-9AC3-4526-9598-BE8920839ACC,havo,National Park,19.335503600000003,-155.4700257,30.00,"Private Vehicle Pass - The private vehicle pass admits the passholder and up to 14 passengers of a single, private (non-commercial) vehicle.",HI
,Historic Jamestowne Part of Colonial National Historical Park,,,,,,,,,,,,,,9CFF594A-8DB1-4377-BE2A-10CC2B0C47E1,jame,Part of Colonial National Historical Park,37.2065,-76.7538,30.00,For Those Without An Entrance Pass to Historic Jamestowne. Adult (16 and older) $30; good for 7 days entrance to Historic Jamestowne and Yorktown Battlefield.,VA
,Home Of Franklin D Roosevelt National Historic Site,,,,,,,,,,,,,,BBA0A580-E05B-42DD-A64F-7C6F958091C5,hofr,National Historic Site,41.76639758,-73.92516857,10.00,Entrance fees are collected year-round.,NY
,Honouliuli National Historic Site,,,,,,,,,,,,,,88F37F00-EAD0-44C4-88D1-F42D52BF661B,hono,National Historic Site,21.38817536,-158.0574991,Free,,HI
,Ice Age Floods National Geologic Trail,,,,,,,,,,,,,,07D9E506-B86A-4762-801F-2D333F369D5D,iafl,National Geologic Trail,46.5669309008,-118.99256497100001,Free,,"WA,OR,ID,MT"
,Ice Age National Scenic Trail,,,,,,,,,,,,,,DED290D0-879A-4134-BBC3-54980D80959E,iatr,National Scenic Trail,43.98956977939999,-89.5612021706,Free,,WI
,Isle Royale National Park,,,,,,,,,,,,,,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,isro,National Park,48.01145819,-88.82780657,7.00,"$7 per person per day to enter or remain in Isle Royale National Park. Children 15 and younger are exempt.

Visiting Park Headquarters in Houghton, MI does not require a fee.",MI
,Iñupiat Heritage Center,,,,,,,,,,,,,,622B7696-B7D8-41D8-A3C9-C82A60D0CD12,inup,,71.29832445,-156.75358630000002,Free,,AK
,James A Garfield National Historic Site,,,,,,,,,,,,,,DE848801-6FFA-4961-901A-CBE120F569F5,jaga,National Historic Site,41.66486549,-81.35086557,Free,,OH
,Jean Lafitte National Historical Park and Preserve,,,,,,,,,,,,,,ED57A2B1-2560-471C-82A7-7EF6BC3486F8,jela,National Historical Park and Preserve,29.81739855,-90.1402241,Free,,LA
,John Fitzgerald Kennedy National Historic Site,,,,,,,,,,,,,,13E32BB8-D80B-45FA-ABF7-9C0CA5417ADC,jofi,National Historic Site,42.34693694,-71.12323846,Free,,MA
,Juan Bautista de Anza National Historic Trail,,,,,,,,,,,,,,062F89B7-8DB4-4ACD-88D1-573669E63091,juba,National Historic Trail,33.874339099400004,-117.22417985700001,Free,,"AZ,CA"
,Kaloko-Honokōhau National Historical Park,,,,,,,,,,,,,,C8B7FCAD-0176-4ABC-8774-90A264E646F1,kaho,National Historical Park,19.68083237,-156.03069319999997,Free,,HI
,Kenilworth Park & Aquatic Gardens,,,,,,,,,,,,,,A1901BAE-94DB-44E4-96D4-1E07422EDF6E,keaq,,38.9128,-76.9434,Free,,DC
,Klondike Gold Rush - Seattle Unit National Historical Park,,,,,,,,,,,,,,0529BC85-CD42-4DA9-AC60-CAD7C40C3525,klse,National Historical Park,47.59936629999999,-122.33196640000001,Free,,WA
,Klondike Gold Rush National Historical Park,,,,,,,,,,,,,,5D4AA834-B601-44A8-B786-FF3306BA8A39,klgo,National Historical Park,59.61042373,-135.2618535,Free,,AK
,Lake Clark National Park & Preserve,,,,,,,,,,,,,,5F76F85B-23F4-4616-AA0B-A26E8DE76593,lacl,National Park & Preserve,60.57405857,-153.55535,Free,,AK
,Lewis & Clark National Historic Trail,,,,,,,,,,,,,,5D443C5F-19A0-4A06-9CE4-30534A3DD81A,lecl,National Historic Trail,41.2646141052,-95.9245147705,Free,,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV"
,Lewis and Clark National Historical Park,,,,,,,,,,,,,,2666104A-6685-4F93-9412-8091007BEF6C,lewi,National Historical Park,46.21178735,-123.96385829999998,10.00,Entrance fees are collected at the Fort Clatsop Visitor Center.,"OR,WA"
,Lower Delaware National Wild and Scenic River,,,,,,,,,,,,,,64FF65B7-0847-4495-9464-667CAFBF4D16,lode,National Wild and Scenic River,40.4000389,-74.983737,Free,,"PA,NJ"
,Lower East Side Tenement Museum National Historic Site,,,,,,,,,,,,,,3725FD28-4693-481E-888C-855484E73800,loea,National Historic Site,40.718768299999994,-73.99001245,Free,,NY
,Lyndon B Johnson National Historical Park,,,,,,,,,,,,,,ECDFABE2-6448-46EA-886E-FE79ACBBF16E,lyjo,National Historical Park,30.251965500000004,-98.60692433,Free,,TX
,Maggie L Walker National Historic Site,,,,,,,,,,,,,,70090004-4DA3-4E20-8F70-9DE064C2AA69,mawa,National Historic Site,37.54781499,-77.43746979,Free,,VA
,Maine Acadian Culture,,,,,,,,,,,,,,A609887A-BB48-47AA-A6F6-4C7F77346FC6,maac,,47.25102114,-68.59447532,Free,,ME
,Marsh - Billings - Rockefeller National Historical Park,,,,,,,,,,,,,,AB289D4C-AC48-4C83-8643-45E1FCAAAEB1,mabi,National Historical Park,43.63348732,-72.53424638,Free,,VT
,Mary McLeod Bethune Council House National Historic Site,,,,,,,,,,,,,,1D530576-5363-4264-9A26-1C0809DB0B6A,mamc,National Historic Site,38.90819107,-77.03096742,Free,,DC
,Mill Springs Battlefield National Monument,,,,,,,,,,,,,,0260D050-761A-4446-AB05-641986F9FDFB,misp,National Monument,37.0688158602,-84.7375361304,Free,,KY
,Mississippi National River & Recreation Area,,,,,,,,,,,,,,913100E9-987E-4659-8124-DFCEE3158FCB,miss,National River & Recreation Area,44.942487,-93.098712,Free,,MN
,Mormon Pioneer National Historic Trail,,,,,,,,,,,,,,AD731EF0-685F-4397-88C1-A9BB21EBF034,mopi,National Historic Trail,41.2650321741,-101.84083756,Free,,"IL,IA,NE,UT,WY"
,Natchez Trace National Scenic Trail,,,,,,,,,,,,,,3ACC9199-1234-4E50-B80E-65DB783B4BB7,natt,National Scenic Trail,34.330290333,-88.7100104094,Free,,"AL,MS,TN"
,Natchez Trace Parkway,,,,,,,,,,,,,,E8A0F0B6-983F-4B9A-9A67-BFF6F9E4204A,natr,Parkway,33.78002293,-89.03092439,Free,,"AL,MS,TN"
,National Capital Parks-East,,,,,,,,,,,,,,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,nace,,38.8659,-76.994,Free,,DC
,National Mall and Memorial Parks,,,,,,,,,,,,,,1E521374-B73C-41CD-B524-89E4AC6495F5,nama,,38.8899,-77.02600000000001,Free,,DC
,National Parks of New York Harbor,,,,,,,,,,,,,,186BF51D-FA34-4DD7-A967-233CB32547B8,npnh,,40.6632,-74.0451,Free,,NY
,New England National Scenic Trail,,,,,,,,,,,,,,CF83E09C-3E55-4B5A-9D8B-E833CF6FEB5A,neen,National Scenic Trail,42.2915819137,-72.5242767334,Free,,"MA,CT"
,New Jersey Pinelands National Reserve,,,,,,,,,,,,,,D0F897A0-9545-4901-A1B8-7128E11A51FA,pine,National Reserve,39.9384,-74.625,Free,,NJ
,New Philadelphia National Historic Site,,,,,,,,,,,,,,62389727-B407-49A8-8EE9-FE6A6491B395,neph,National Historic Site,39.698029999999996,-90.96131,Free,,IL
,North Country National Scenic Trail,,,,,,,,,,,,,,4BE453C2-6527-484F-90D6-98057901EBDF,noco,National Scenic Trail,46.334400743,-90.8165630499,Free,,"MI,MN,ND,NY,OH,PA,VT,WI"
,Oklahoma City National Memorial,,,,,,,,,,,,,,5837B4BA-86B4-4162-803C-E9DF325D5FC6,okci,National Memorial,35.473,-97.5171,Free,,OK
,Old Spanish National Historic Trail,,,,,,,,,,,,,,8B07C05F-9C4A-4799-8428-DFA2BBB733AC,olsp,National Historic Trail,37.0791782514,-112.114693431,Free,,"AZ,CA,CO,NV,NM,UT"
,Oregon National Historic Trail,,,,,,,,,,,,,,4E072F12-3E85-4219-B456-A8F04C688879,oreg,National Historic Trail,41.987697783099996,-109.63420084100001,Free,,"ID,KS,MO,NE,OR,WA,WY"
,Overmountain Victory National Historic Trail,,,,,,,,,,,,,,BAB8E761-8BB9-4DFF-9D38-5D4BA9AB2BD4,ovvi,National Historic Trail,35.140440000000005,-81.377,Free,,"NC,SC,TN,VA"
,Oxon Cove Park & Oxon Hill Farm,,,,,,,,,,,,,,5536A389-5457-4E3F-84E2-D67861BB34D9,oxhi,,38.80578214,-77.01131457,Free,,MD
,Ozark National Scenic Riverways,,,,,,,,,,,,,,CEC2A157-CDDC-4F11-BBE5-0AA2CEA35ADB,ozar,National Scenic Riverways,37.13968894,-91.25709817,Free,,MO
,Pennsylvania Avenue,,,,,,,,,,,,,,6282ABFA-00EF-413D-BE91-48D993A356F4,paav,,38.89426856,-77.02506554,Free,,DC
,Perry's Victory & International Peace Memorial,,,,,,,,,,,,,,29329926-4215-4E10-83B8-5CF162A0E3F1,pevi,Memorial,41.65449782,-82.81157940000001,10.00,Timed tickets for the Observation Desk can be purchased on the day of your visit in the Visitor Center. 16 and older are $10. Children 15 and younger are free.,OH
,Pony Express National Historic Trail,,,,,,,,,,,,,,A0125F49-080E-4292-BD91-C1FA1657F547,poex,National Historic Trail,42.2365761128,-109.26614841700001,Free,,"CA,CO,KS,MO,NE,NV,UT,WY"
,Potomac Heritage National Scenic Trail,,,,,,,,,,,,,,B7429C72-D8CA-46D9-8E89-E659259D8EEF,pohe,National Scenic Trail,39.15060133,-77.52301085,Free,,"DC,MD,PA,VA"
,Poverty Point National Monument,,,,,,,,,,,,,,DC9185D6-CCA9-4F40-AE53-5D77DE35E202,popo,National Monument,32.642436100000005,-91.40829834,Free,,LA
,President William Jefferson Clinton Birthplace Home National Historic Site,,,,,,,,,,,,,,E7C945ED-4224-4539-B2AE-97A5B229FA74,wicl,National Historic Site,33.66758356,-93.59641868,Free,,AR
,Presidio of San Francisco,,,,,,,,,,,,,,75DD7A23-4BCF-4D11-A407-E282C2417DA4,prsf,,37.797,-122.4671,Free,,CA
,Pullman National Historical Park,,,,,,,,,,,,,,36223C80-D2F3-45E3-9C44-BEA58A072985,pull,National Historical Park,41.69429163,-87.60873824,Free,,IL
,Puʻuhonua o Hōnaunau National Historical Park,,,,,,,,,,,,,,632CA28B-F67C-4BDB-A209-42A8332EE6D0,puho,National Historical Park,19.41268627,-155.9008789,20.00,"Admits one single, private, non-commercial vehicle and all of its passengers (up to 8 persons). Organized non-profit groups (service organizations, scouts, church groups, college/school clubs) are not eligible for the vehicle permit. Good for entry into Puʻuhonua o Hōnaunau National Historical Park for seven days from the date of purchase.",HI
,Puʻukoholā Heiau National Historic Site,,,,,,,,,,,,,,9C680E81-C4DC-46DD-BF33-8189828FF887,puhe,National Historic Site,20.02772186,-155.8211629,Free,,HI
,Redwood National and State Parks,,,,,,,,,,,,,,041B325C-A34F-4027-8E41-1DF3F9A1D799,redw,National and State Parks,41.37237268,-124.03181289999999,Free,,CA
